Report Name,Validation Report for Planning BOM Maintenance Application UI
Report Time,7/8/2026, 04:15:45 CST
Trnx Type,ONETIME,Run By,APPL_TEAM

Summary,BOM_PARAMETERS,BOM_PRODUCED,BOM_CONSUMED,ITEM_BOM_ROUTING
Validated Count,17684,17684,12033,17235
Success Count,17684,17684,12030,11980
Error Count,0,0,3,5255
One Time Load,No

Error Details are below:
ERR_LOG_ID,ENG_CHANGE_ID,File name,ROW NUMBER,BOM_ID,Validation_sequence,Validation_description,Validation_ERROR_DETAILS,Remediation message
1,EC9665908,BOM_CONSUMED,8169,BOM1_HRL143975_1028,1012,Check for any duplicate combinations of BOMID and Consumed item,"There are duplicate values for this BOMID = BOM1_HRL143975_1028, item = HRL146205 and location = 1028","RM: Please DELETE this extra bom_id records 
RS:  Allow users to DELETE the extra (bom_id, item, location) records using DELETE buttons"
2,EC9665908,BOM_CONSUMED,8342,BOM1_HRL139201_1037,1012,Check for any duplicate combinations of BOMID and Consumed item,"There are duplicate values for this BOMID = BOM1_HRL139201_1037, item = HRL29463 and location = 1037","RM: Please DELETE this extra bom_id records 
RS:  Allow users to DELETE the extra (bom_id, item, location) records using DELETE buttons"
3,EC9665908,BOM_CONSUMED,4467,BOM2_HRL142559_1013,1013,Check for any recursive records (item shown in the BOMID is the same as the item in the consumed item column),"This item=, location=1013, bomid = BOM2_HRL142559_1013 is a recursive consumption","RM: Please MODIFY/UPDATE the Consumed Item for this  bom_id, item, location combination  or Please DELETE this bom_id, item, location combination from bom_consumed to avoid recursive consumption
RS:  Show the Relevant Records in a Popup or new window  & Allow users to update/delete records"
4,EC9665908,ITEM_BOM_ROUTING,10,BOM1_HRL01711_1020,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL01711_1020 and erp_item_bom_routing_priority = 1,
5,EC9665908,ITEM_BOM_ROUTING,19,PRIMARY_HRL144253_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL144253_1013 and erp_item_bom_routing_priority = 1,
6,EC9665908,ITEM_BOM_ROUTING,20,PRIMARY_HRL144253_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL144253_1013 and erp_item_bom_routing_priority = 1,
7,EC9665908,ITEM_BOM_ROUTING,28,BOM2_HRL11839_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM2_HRL11839_1013 and erp_item_bom_routing_priority = 1,
8,EC9665908,ITEM_BOM_ROUTING,30,BOM2_HRL11839_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM2_HRL11839_1013 and erp_item_bom_routing_priority = 1,
9,EC9665908,ITEM_BOM_ROUTING,41,PRIMARY_HRL68894_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL68894_1013 and erp_item_bom_routing_priority = 1,
10,EC9665908,ITEM_BOM_ROUTING,42,PRIMARY_HRL68894_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL68894_1013 and erp_item_bom_routing_priority = 1,
11,EC9665908,ITEM_BOM_ROUTING,52,BOM1_HRL02947_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL02947_1013 and erp_item_bom_routing_priority = 1,
12,EC9665908,ITEM_BOM_ROUTING,53,BOM1_HRL02947_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL02947_1013 and erp_item_bom_routing_priority = 1,
13,EC9665908,ITEM_BOM_ROUTING,55,BOM1_HRL02947_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL02947_1013 and erp_item_bom_routing_priority = 1,
14,EC9665908,ITEM_BOM_ROUTING,56,BOM1_HRL02947_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL02947_1013 and erp_item_bom_routing_priority = 1,
15,EC9665908,ITEM_BOM_ROUTING,57,BOM1_HRL02947_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL02947_1013 and erp_item_bom_routing_priority = 1,
16,EC9665908,ITEM_BOM_ROUTING,58,BOM1_HRL02947_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL02947_1013 and erp_item_bom_routing_priority = 1,
17,EC9665908,ITEM_BOM_ROUTING,60,BOM1_HRL02947_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL02947_1013 and erp_item_bom_routing_priority = 1,
18,EC9665908,ITEM_BOM_ROUTING,71,BOM1_HRL03202_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL03202_1013 and erp_item_bom_routing_priority = 1,
19,EC9665908,ITEM_BOM_ROUTING,74,BOM1_HRL03215_1007,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL03215_1007 and erp_item_bom_routing_priority = 1,
20,EC9665908,ITEM_BOM_ROUTING,79,BOM1_HRL03217_1007,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL03217_1007 and erp_item_bom_routing_priority = 1,
21,EC9665908,ITEM_BOM_ROUTING,89,PRIMARY_HRL03293_1009,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL03293_1009 and erp_item_bom_routing_priority = NULL,
22,EC9665908,ITEM_BOM_ROUTING,92,BOM1_HRL03316_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL03316_1013 and erp_item_bom_routing_priority = 1,
23,EC9665908,ITEM_BOM_ROUTING,93,BOM1_HRL03316_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL03316_1013 and erp_item_bom_routing_priority = 1,
24,EC9665908,ITEM_BOM_ROUTING,94,BOM1_HRL03316_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL03316_1013 and erp_item_bom_routing_priority = 1,
25,EC9665908,ITEM_BOM_ROUTING,98,BOM1_HRL03329_1007,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL03329_1007 and erp_item_bom_routing_priority = 1,
26,EC9665908,ITEM_BOM_ROUTING,102,BOM1_HRL03331_1007,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL03331_1007 and erp_item_bom_routing_priority = 1,
27,EC9665908,ITEM_BOM_ROUTING,104,BOM1_HRL03331_1007,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL03331_1007 and erp_item_bom_routing_priority = 1,
28,EC9665908,ITEM_BOM_ROUTING,110,BOM1_HRL03332_1007,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL03332_1007 and erp_item_bom_routing_priority = 1,
29,EC9665908,ITEM_BOM_ROUTING,112,PRIMARY_HRL03352_1011,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL03352_1011 and erp_item_bom_routing_priority = NULL,
30,EC9665908,ITEM_BOM_ROUTING,124,PRIMARY_HRL03850_3001,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL03850_3001 and erp_item_bom_routing_priority = NULL,
31,EC9665908,ITEM_BOM_ROUTING,125,PRIMARY_HRL03850_3001,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL03850_3001 and erp_item_bom_routing_priority = NULL,
32,EC9665908,ITEM_BOM_ROUTING,134,BOM1_HRL04120_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL04120_1013 and erp_item_bom_routing_priority = 1,
33,EC9665908,ITEM_BOM_ROUTING,149,PRIMARY_HRL04583_3001,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL04583_3001 and erp_item_bom_routing_priority = 1,
34,EC9665908,ITEM_BOM_ROUTING,156,BOM1_HRL04902_1008,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL04902_1008 and erp_item_bom_routing_priority = 0,
35,EC9665908,ITEM_BOM_ROUTING,160,PRIMARY_HRL04979_1011,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL04979_1011 and erp_item_bom_routing_priority = NULL,
36,EC9665908,ITEM_BOM_ROUTING,162,BOM1_HRL05103_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL05103_1013 and erp_item_bom_routing_priority = 1,
37,EC9665908,ITEM_BOM_ROUTING,163,BOM1_HRL05103_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL05103_1013 and erp_item_bom_routing_priority = 1,
38,EC9665908,ITEM_BOM_ROUTING,164,BOM1_HRL05103_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL05103_1013 and erp_item_bom_routing_priority = 1,
39,EC9665908,ITEM_BOM_ROUTING,165,BOM1_HRL05103_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL05103_1013 and erp_item_bom_routing_priority = 1,
40,EC9665908,ITEM_BOM_ROUTING,166,BOM1_HRL05103_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL05103_1013 and erp_item_bom_routing_priority = 1,
41,EC9665908,ITEM_BOM_ROUTING,167,BOM1_HRL05103_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL05103_1013 and erp_item_bom_routing_priority = 1,
42,EC9665908,ITEM_BOM_ROUTING,169,BOM1_HRL05103_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL05103_1013 and erp_item_bom_routing_priority = 1,
43,EC9665908,ITEM_BOM_ROUTING,172,PRIMARY_HRL05159_1009,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL05159_1009 and erp_item_bom_routing_priority = NULL,
44,EC9665908,ITEM_BOM_ROUTING,176,BOM1_HRL05174_1009,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL05174_1009 and erp_item_bom_routing_priority = 1,
45,EC9665908,ITEM_BOM_ROUTING,208,PRIMARY_HRL05443_1011,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL05443_1011 and erp_item_bom_routing_priority = NULL,
46,EC9665908,ITEM_BOM_ROUTING,262,PRIMARY_HRL05858_1004,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL05858_1004 and erp_item_bom_routing_priority = NULL,
47,EC9665908,ITEM_BOM_ROUTING,263,PRIMARY_HRL05858_1004,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL05858_1004 and erp_item_bom_routing_priority = NULL,
48,EC9665908,ITEM_BOM_ROUTING,265,PRIMARY_HRL05858_1009,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL05858_1009 and erp_item_bom_routing_priority = NULL,
49,EC9665908,ITEM_BOM_ROUTING,271,PRIMARY_HRL05959_1011,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL05959_1011 and erp_item_bom_routing_priority = NULL,
50,EC9665908,ITEM_BOM_ROUTING,277,BOM1_HRL06159_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL06159_1013 and erp_item_bom_routing_priority = 1,
51,EC9665908,ITEM_BOM_ROUTING,281,PRIMARY_HRL06279_1011,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL06279_1011 and erp_item_bom_routing_priority = NULL,
52,EC9665908,ITEM_BOM_ROUTING,287,PRIMARY_HRL06432_1011,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL06432_1011 and erp_item_bom_routing_priority = NULL,
53,EC9665908,ITEM_BOM_ROUTING,288,PRIMARY_HRL06432_1011,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL06432_1011 and erp_item_bom_routing_priority = NULL,
54,EC9665908,ITEM_BOM_ROUTING,299,PRIMARY_HRL07064_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL07064_1013 and erp_item_bom_routing_priority = 1,
55,EC9665908,ITEM_BOM_ROUTING,300,PRIMARY_HRL07064_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL07064_1013 and erp_item_bom_routing_priority = 1,
56,EC9665908,ITEM_BOM_ROUTING,310,BOM1_HRL07201_1020,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL07201_1020 and erp_item_bom_routing_priority = 1,
57,EC9665908,ITEM_BOM_ROUTING,327,PRIMARY_HRL07308_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL07308_1013 and erp_item_bom_routing_priority = 1,
58,EC9665908,ITEM_BOM_ROUTING,328,PRIMARY_HRL07308_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL07308_1013 and erp_item_bom_routing_priority = 1,
59,EC9665908,ITEM_BOM_ROUTING,368,PRIMARY_HRL08195_1007,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL08195_1007 and erp_item_bom_routing_priority = NULL,
60,EC9665908,ITEM_BOM_ROUTING,373,PRIMARY_HRL08195_1007,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL08195_1007 and erp_item_bom_routing_priority = NULL,
61,EC9665908,ITEM_BOM_ROUTING,378,PRIMARY_HRL08195_1007,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL08195_1007 and erp_item_bom_routing_priority = NULL,
62,EC9665908,ITEM_BOM_ROUTING,387,BOM1_HRL08368_1007,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL08368_1007 and erp_item_bom_routing_priority = 1,
63,EC9665908,ITEM_BOM_ROUTING,391,PRIMARY_HRL08392_3001,1020,Check duplicate priority,There are duplicate values for this BOMID = PRIMARY_HRL08392_3001 and erp_item_bom_routing_priority = 2,
64,EC9665908,ITEM_BOM_ROUTING,394,BOM1_HRL08420_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL08420_1013 and erp_item_bom_routing_priority = 1,
65,EC9665908,ITEM_BOM_ROUTING,395,BOM1_HRL08420_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL08420_1013 and erp_item_bom_routing_priority = 1,
66,EC9665908,ITEM_BOM_ROUTING,396,BOM1_HRL08420_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL08420_1013 and erp_item_bom_routing_priority = 1,
67,EC9665908,ITEM_BOM_ROUTING,397,BOM1_HRL08420_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL08420_1013 and erp_item_bom_routing_priority = 1,
68,EC9665908,ITEM_BOM_ROUTING,398,BOM1_HRL08420_1013,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL08420_1013 and erp_item_bom_routing_priority = 1,
69,EC9665908,ITEM_BOM_ROUTING,404,BOM1_HRL08440_1008,1020,Check duplicate priority,There are duplicate values for this BOMID = BOM1_HRL08440_1008 and erp_item_bom_routing_priority = 0,
